model,family,backend,batch_size,image_size,trial,start_utc,end_utc,window_seconds_requested,window_seconds_actual,powermetrics_sample_interval_ms,powermetrics_requested_samples,parsed_samples,power_source,inferences,latency_ms_per_inference,mean_power_W,combined_power_W_mean,cpu_power_W_mean,gpu_power_W_mean,ane_power_W_mean,total_window_energy_J,energy_J_per_inference,warmup_trials,cooldown_seconds,raw_powermetrics_log,schedule_index
bottleneck_residual,bottleneck_cnn,cpu,1,128,1,2026-05-25T04:31:24.729294+00:00,2026-05-25T04:31:46.044720+00:00,20.0,20.000901,1000,20,20,combined,16607,1.204366,5.4117,5.4117,5.4117,0.0,0.0,108.238873912,0.006517666,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/011_bottleneck_residual_repeat1.txt,11
attention_gate_cnn,attention_cnn,cpu,1,128,1,2026-05-25T04:31:51.091197+00:00,2026-05-25T04:32:12.429089+00:00,20.0,20.000611,1000,20,20,combined,23779,0.841104,6.1025,6.1025,6.10235,0.00015,0.0,122.053728627,0.005132837,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/012_attention_gate_cnn_repeat1.txt,12
depthwise_small,depthwise_cnn,cpu,1,128,1,2026-05-25T04:32:17.469202+00:00,2026-05-25T04:32:38.875823+00:00,20.0,20.000172,1000,20,20,combined,37699,0.530523,5.2304,5.2304,5.23025,0.00015,0.0,104.608897228,0.002774845,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/013_depthwise_small_repeat1.txt,13
grouped_conv_cnn,grouped_cnn,cpu,1,128,1,2026-05-25T04:32:43.914025+00:00,2026-05-25T04:33:05.300463+00:00,20.0,20.000676,1000,20,20,combined,29666,0.674195,5.49995,5.49995,5.4995,0.000425,0.0,110.002718428,0.00370804,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/014_grouped_conv_cnn_repeat1.txt,14
cnn_medium_6conv,plain_cnn,cpu,1,128,1,2026-05-25T04:33:10.353981+00:00,2026-05-25T04:33:31.687780+00:00,20.0,20.000835,1000,20,20,combined,21254,0.941039,5.4421,5.4421,5.4421,0.0,0.0,108.846543245,0.005121226,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/015_cnn_medium_6conv_repeat1.txt,15
residual_cnn_small,residual_cnn,cpu,1,128,2,2026-05-25T04:33:36.742017+00:00,2026-05-25T04:33:58.095206+00:00,20.0,20.000221,1000,20,20,combined,16974,1.178286,5.40805,5.40805,5.40795,0.0001,0.0,108.162192475,0.006372228,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/016_residual_cnn_small_repeat2.txt,16
squeeze_expand_cnn,squeeze_cnn,cpu,1,128,2,2026-05-25T04:34:03.147832+00:00,2026-05-25T04:34:24.497711+00:00,20.0,20.000659,1000,20,20,combined,18643,1.072824,5.4853,5.4853,5.4853,0.0,0.0,109.709613897,0.005884762,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/017_squeeze_expand_cnn_repeat2.txt,17
inverted_residual_wide,inverted_residual,cpu,1,128,2,2026-05-25T04:34:29.628368+00:00,2026-05-25T04:34:50.931948+00:00,20.0,20.000094,1000,20,20,combined,4705,4.250817,5.01365,5.01365,5.01365,0.0,0.0,100.273469819,0.021312108,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/018_inverted_residual_wide_repeat2.txt,18
depthwise_medium,depthwise_cnn,cpu,1,128,2,2026-05-25T04:34:55.979730+00:00,2026-05-25T04:35:17.366842+00:00,20.0,20.000685,1000,20,20,combined,25472,0.785203,5.10815,5.10815,5.10805,0.00015,0.0,102.166499083,0.004010934,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/019_depthwise_medium_repeat2.txt,19
attention_gate_cnn,attention_cnn,cpu,1,128,2,2026-05-25T04:35:22.419666+00:00,2026-05-25T04:35:43.762513+00:00,20.0,20.000627,1000,20,20,combined,24093,0.830143,5.40635,5.40635,5.40635,0.0,0.0,108.130389554,0.004488042,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/020_attention_gate_cnn_repeat2.txt,20
residual_cnn_medium,residual_cnn,cpu,1,128,2,2026-05-25T04:35:48.854245+00:00,2026-05-25T04:36:10.203228+00:00,20.0,20.001049,1000,20,20,combined,8320,2.403972,5.26485,5.26485,5.26445,0.0004,0.0,105.302524144,0.012656553,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/021_residual_cnn_medium_repeat2.txt,21
inverted_residual_small,inverted_residual,cpu,1,128,2,2026-05-25T04:36:15.264599+00:00,2026-05-25T04:36:36.594787+00:00,20.0,20.00032,1000,20,20,combined,17169,1.164909,5.93195,5.93195,5.93195,0.0,0.0,118.640900448,0.006910181,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/022_inverted_residual_small_repeat2.txt,22
global_avg_mlp_tiny,mlp,cpu,1,128,2,2026-05-25T04:36:41.613560+00:00,2026-05-25T04:37:03.090434+00:00,20.0,20.000025,1000,20,20,combined,1169002,0.017109,4.6065,4.6065,4.6064,0.0001,0.0,92.130113246,7.8811e-05,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/023_global_avg_mlp_tiny_repeat2.txt,23
cnn_medium_6conv,plain_cnn,cpu,1,128,2,2026-05-25T04:37:08.145355+00:00,2026-05-25T04:37:29.475757+00:00,20.0,20.000023,1000,20,20,combined,21082,0.948678,5.71845,5.71845,5.71835,0.0001,0.0,114.36912962,0.005424966,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/024_cnn_medium_6conv_repeat2.txt,24
grouped_conv_cnn,grouped_cnn,cpu,1,128,2,2026-05-25T04:37:34.524594+00:00,2026-05-25T04:37:55.904165+00:00,20.0,20.000374,1000,20,20,combined,29784,0.671514,5.4563,5.4563,5.4563,0.0,0.0,109.128041109,0.003663982,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/025_grouped_conv_cnn_repeat2.txt,25
bottleneck_residual,bottleneck_cnn,cpu,1,128,2,2026-05-25T04:38:00.956802+00:00,2026-05-25T04:38:22.295936+00:00,20.0,20.000106,1000,20,20,combined,16666,1.200054,5.6865,5.6865,5.6864,0.0001,0.0,113.730603719,0.006824109,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/026_bottleneck_residual_repeat2.txt,26
convnext_micro,convnext_like,cpu,1,128,2,2026-05-25T04:38:27.405003+00:00,2026-05-25T04:38:48.816659+00:00,20.0,20.001738,1000,20,20,combined,5959,3.356559,5.4053,5.4053,5.4053,0.0,0.0,108.115394633,0.018143211,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/027_convnext_micro_repeat2.txt,27
cnn_tiny_2conv,plain_cnn,cpu,1,128,2,2026-05-25T04:38:53.849941+00:00,2026-05-25T04:39:15.208103+00:00,20.0,20.000017,1000,20,20,combined,71808,0.278521,5.771,5.771,5.77075,0.00025,0.0,115.420096185,0.001607343,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/028_cnn_tiny_2conv_repeat2.txt,28
cnn_small_4conv,plain_cnn,cpu,1,128,2,2026-05-25T04:39:20.248803+00:00,2026-05-25T04:39:41.589724+00:00,20.0,20.000093,1000,20,20,combined,41495,0.481988,5.5502,5.5502,5.5502,0.0,0.0,111.00451825,0.00267513,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/029_cnn_small_4conv_repeat2.txt,29
depthwise_small,depthwise_cnn,cpu,1,128,2,2026-05-25T04:39:46.623751+00:00,2026-05-25T04:40:08.011164+00:00,20.0,20.000361,1000,20,20,combined,37602,0.531896,5.36615,5.36615,5.36605,0.0001,0.0,107.324934942,0.002854235,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/030_depthwise_small_repeat2.txt,30
residual_cnn_medium,residual_cnn,cpu,1,128,3,2026-05-25T04:40:13.096775+00:00,2026-05-25T04:40:34.432439+00:00,20.0,20.001263,1000,20,20,combined,8156,2.452337,5.2371,5.2371,5.2371,0.0,0.0,104.748616856,0.012843136,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/031_residual_cnn_medium_repeat3.txt,31
attention_gate_cnn,attention_cnn,cpu,1,128,3,2026-05-25T04:40:39.477296+00:00,2026-05-25T04:41:00.818239+00:00,20.0,20.00038,1000,20,20,combined,24072,0.830857,5.484,5.484,5.48375,0.00025,0.0,109.682086432,0.004556418,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/032_attention_gate_cnn_repeat3.txt,32
global_avg_mlp_tiny,mlp,cpu,1,128,3,2026-05-25T04:41:05.837216+00:00,2026-05-25T04:41:27.342529+00:00,20.0,20.000009,1000,20,20,combined,1101401,0.018159,4.65215,4.65215,4.65215,0.0,0.0,93.043039929,8.4477e-05,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/033_global_avg_mlp_tiny_repeat3.txt,33
cnn_tiny_2conv,plain_cnn,cpu,1,128,3,2026-05-25T04:41:32.376214+00:00,2026-05-25T04:41:53.739466+00:00,20.0,20.000243,1000,20,20,combined,72067,0.277523,5.5826,5.5826,5.5826,0.0,0.0,111.653356108,0.001549299,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/034_cnn_tiny_2conv_repeat3.txt,34
bottleneck_residual,bottleneck_cnn,cpu,1,128,3,2026-05-25T04:41:58.795276+00:00,2026-05-25T04:42:20.129626+00:00,20.0,20.000811,1000,20,20,combined,16323,1.225315,6.20405,6.20405,6.204,5e-05,0.0,124.086029158,0.007601913,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/035_bottleneck_residual_repeat3.txt,35
cnn_small_4conv,plain_cnn,cpu,1,128,3,2026-05-25T04:42:25.170849+00:00,2026-05-25T04:42:46.515446+00:00,20.0,20.000103,1000,20,20,combined,41463,0.48236,5.62095,5.62095,5.62095,0.0,0.0,112.419577789,0.002711323,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/036_cnn_small_4conv_repeat3.txt,36
squeeze_expand_cnn,squeeze_cnn,cpu,1,128,3,2026-05-25T04:42:51.578138+00:00,2026-05-25T04:43:12.923628+00:00,20.0,20.001026,1000,20,20,combined,18619,1.074227,5.59295,5.59295,5.5928,0.00015,0.0,111.864739066,0.006008096,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/037_squeeze_expand_cnn_repeat3.txt,37
depthwise_medium,depthwise_cnn,cpu,1,128,3,2026-05-25T04:43:17.970971+00:00,2026-05-25T04:43:39.355181+00:00,20.0,20.000701,1000,20,20,combined,26397,0.757688,5.3508,5.3508,5.3507,0.0001,0.0,107.019751799,0.004054239,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/038_depthwise_medium_repeat3.txt,38
inverted_residual_wide,inverted_residual,cpu,1,128,3,2026-05-25T04:43:44.487526+00:00,2026-05-25T04:44:05.788885+00:00,20.0,20.000989,1000,20,20,combined,4783,4.181683,5.6236,5.6236,5.62325,0.00035,0.0,112.47756174,0.023516112,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/039_inverted_residual_wide_repeat3.txt,39
inverted_residual_small,inverted_residual,cpu,1,128,3,2026-05-25T04:44:10.843287+00:00,2026-05-25T04:44:32.161707+00:00,20.0,20.000982,1000,20,20,combined,17191,1.163457,5.9646,5.9646,5.9646,0.0,0.0,119.297855,0.006939553,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/040_inverted_residual_small_repeat3.txt,40
convnext_micro,convnext_like,cpu,1,128,3,2026-05-25T04:44:37.275223+00:00,2026-05-25T04:44:58.682499+00:00,20.0,20.001162,1000,20,20,combined,5966,3.352525,5.4451,5.4451,5.44495,0.00015,0.0,108.908327429,0.018254832,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/041_convnext_micro_repeat3.txt,41
grouped_conv_cnn,grouped_cnn,cpu,1,128,3,2026-05-25T04:45:03.722555+00:00,2026-05-25T04:45:25.093794+00:00,20.0,20.000073,1000,20,20,combined,29753,0.672204,5.45535,5.45535,5.45535,0.0,0.0,109.107399375,0.003667106,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/042_grouped_conv_cnn_repeat3.txt,42
cnn_medium_6conv,plain_cnn,cpu,1,128,3,2026-05-25T04:45:30.150114+00:00,2026-05-25T04:45:51.484563+00:00,20.0,20.000706,1000,20,20,combined,21221,0.942496,5.39815,5.39815,5.39815,0.0,0.0,107.966809518,0.005087734,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/043_cnn_medium_6conv_repeat3.txt,43
residual_cnn_small,residual_cnn,cpu,1,128,3,2026-05-25T04:45:56.548618+00:00,2026-05-25T04:46:17.884899+00:00,20.0,20.000102,1000,20,20,combined,17097,1.169802,5.4956,5.4956,5.49545,0.00015,0.0,109.912557803,0.006428763,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/044_residual_cnn_small_repeat3.txt,44
depthwise_small,depthwise_cnn,cpu,1,128,3,2026-05-25T04:46:22.919472+00:00,2026-05-25T04:46:44.314738+00:00,20.0,20.000196,1000,20,20,combined,37641,0.531341,5.35005,5.35005,5.35005,0.0,0.0,107.002046604,0.002842699,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/045_depthwise_small_repeat3.txt,45
grouped_conv_cnn,grouped_cnn,cpu,1,128,4,2026-05-25T04:46:49.363461+00:00,2026-05-25T04:47:10.744179+00:00,20.0,20.000186,1000,20,20,combined,29322,0.682088,5.97695,5.97695,5.7945,0.1828,0.0,119.540110715,0.004076806,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/046_grouped_conv_cnn_repeat4.txt,46
cnn_medium_6conv,plain_cnn,cpu,1,128,4,2026-05-25T04:47:15.801873+00:00,2026-05-25T04:47:37.144899+00:00,20.0,20.000824,1000,20,20,combined,21089,0.948401,5.9694,5.9694,5.61965,0.3487,0.001,119.39292152,0.005661384,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/047_cnn_medium_6conv_repeat4.txt,47
residual_cnn_small,residual_cnn,cpu,1,128,4,2026-05-25T04:47:42.199072+00:00,2026-05-25T04:48:03.540992+00:00,20.0,20.000725,1000,20,20,combined,16746,1.194358,6.1596,6.1596,5.7846,0.3742,0.00115,123.1964634,0.00735677,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/048_residual_cnn_small_repeat4.txt,48
attention_gate_cnn,attention_cnn,cpu,1,128,4,2026-05-25T04:48:08.591294+00:00,2026-05-25T04:48:29.943695+00:00,20.0,20.000262,1000,20,20,combined,23965,0.834561,6.00905,6.00905,5.6469,0.36165,0.00045,120.182574617,0.005014921,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/049_attention_gate_cnn_repeat4.txt,49
residual_cnn_medium,residual_cnn,cpu,1,128,4,2026-05-25T04:48:35.038827+00:00,2026-05-25T04:48:56.389195+00:00,20.0,20.000846,1000,20,20,combined,8336,2.399334,5.68035,5.68035,5.3811,0.299275,0.0,113.611805815,0.013629055,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/050_residual_cnn_medium_repeat4.txt,50
squeeze_expand_cnn,squeeze_cnn,cpu,1,128,4,2026-05-25T04:49:01.441688+00:00,2026-05-25T04:49:22.959488+00:00,20.0,20.000771,1000,20,20,combined,18361,1.089307,6.14715,6.14715,5.8419,0.304825,0.00045,122.947736379,0.006696135,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/051_squeeze_expand_cnn_repeat4.txt,51
cnn_tiny_2conv,plain_cnn,cpu,1,128,4,2026-05-25T04:49:27.982013+00:00,2026-05-25T04:49:49.362224+00:00,20.0,20.000231,1000,20,20,combined,71558,0.279497,6.0832,6.0832,5.75335,0.3299,0.0,121.66540674,0.001700235,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/052_cnn_tiny_2conv_repeat4.txt,52
bottleneck_residual,bottleneck_cnn,cpu,1,128,4,2026-05-25T04:49:54.427293+00:00,2026-05-25T04:50:15.806282+00:00,20.0,20.000883,1000,20,20,combined,16449,1.215933,6.05735,6.05735,5.7143,0.34315,0.0,121.152350657,0.007365332,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/053_bottleneck_residual_repeat4.txt,53
global_avg_mlp_tiny,mlp,cpu,1,128,4,2026-05-25T04:50:20.825926+00:00,2026-05-25T04:50:42.330556+00:00,20.0,20.000013,1000,20,20,combined,1168130,0.017121,5.13935,5.13935,4.82405,0.315325,0.0,102.7870651,8.7993e-05,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/054_global_avg_mlp_tiny_repeat4.txt,54
depthwise_medium,depthwise_cnn,cpu,1,128,4,2026-05-25T04:50:47.382461+00:00,2026-05-25T04:51:08.790854+00:00,20.0,20.000387,1000,20,20,combined,25805,0.775059,6.5794,6.5794,6.23165,0.347575,0.0,131.590543761,0.00509942,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/055_depthwise_medium_repeat4.txt,55
inverted_residual_wide,inverted_residual,cpu,1,128,4,2026-05-25T04:51:13.922213+00:00,2026-05-25T04:51:35.230056+00:00,20.0,20.002147,1000,20,20,combined,4702,4.253966,5.71435,5.71435,5.5163,0.198025,0.0,114.299269658,0.024308649,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/056_inverted_residual_wide_repeat4.txt,56
cnn_small_4conv,plain_cnn,cpu,1,128,4,2026-05-25T04:51:40.268687+00:00,2026-05-25T04:52:01.600135+00:00,20.0,20.000376,1000,20,20,combined,41347,0.48372,5.49435,5.49435,5.49015,0.004225,0.0,109.889063128,0.002657728,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/057_cnn_small_4conv_repeat4.txt,57
inverted_residual_small,inverted_residual,cpu,1,128,4,2026-05-25T04:52:06.657851+00:00,2026-05-25T04:52:27.962432+00:00,20.0,20.000333,1000,20,20,combined,16789,1.191276,6.52995,6.52995,6.52985,0.0001,0.0,130.601176106,0.007778973,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/058_inverted_residual_small_repeat4.txt,58
depthwise_small,depthwise_cnn,cpu,1,128,4,2026-05-25T04:52:33.002016+00:00,2026-05-25T04:52:54.380743+00:00,20.0,20.000505,1000,20,20,combined,37625,0.531575,5.2513,5.2513,5.2513,0.0,0.0,105.02865125,0.002791459,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/059_depthwise_small_repeat4.txt,59
convnext_micro,convnext_like,cpu,1,128,4,2026-05-25T04:52:59.488568+00:00,2026-05-25T04:53:20.885200+00:00,20.0,20.003004,1000,20,20,combined,5990,3.3394,5.3034,5.3034,5.3034,0.0,0.0,106.08393318,0.017710172,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/060_convnext_micro_repeat4.txt,60
cnn_tiny_2conv,plain_cnn,cpu,1,128,5,2026-05-25T04:53:25.915199+00:00,2026-05-25T04:53:47.259434+00:00,20.0,20.000248,1000,20,20,combined,71811,0.278512,5.5298,5.5298,5.5298,0.0,0.0,110.597369084,0.001540117,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/061_cnn_tiny_2conv_repeat5.txt,61
inverted_residual_wide,inverted_residual,cpu,1,128,5,2026-05-25T04:53:52.387744+00:00,2026-05-25T04:54:13.660364+00:00,20.0,20.003731,1000,20,20,combined,4763,4.199818,5.6593,5.6593,5.64405,0.0002,0.01505,113.207114141,0.023768027,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/062_inverted_residual_wide_repeat5.txt,62
attention_gate_cnn,attention_cnn,cpu,1,128,5,2026-05-25T04:54:18.706663+00:00,2026-05-25T04:54:40.032042+00:00,20.0,20.000042,1000,20,20,combined,23991,0.833648,5.37825,5.37825,5.3779,0.0,0.00035,107.565223644,0.004483566,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/063_attention_gate_cnn_repeat5.txt,63
cnn_medium_6conv,plain_cnn,cpu,1,128,5,2026-05-25T04:54:45.084994+00:00,2026-05-25T04:55:06.396626+00:00,20.0,20.000313,1000,20,20,combined,21155,0.945418,5.3654,5.3654,5.3653,0.0001,0.0,107.309681382,0.005072545,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/064_cnn_medium_6conv_repeat5.txt,64
grouped_conv_cnn,grouped_cnn,cpu,1,128,5,2026-05-25T04:55:11.441767+00:00,2026-05-25T04:55:32.797541+00:00,20.0,20.000295,1000,20,20,combined,29629,0.675024,5.4048,5.4048,5.4048,0.0,0.0,108.097596216,0.003648371,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/065_grouped_conv_cnn_repeat5.txt,65
residual_cnn_medium,residual_cnn,cpu,1,128,5,2026-05-25T04:55:37.882427+00:00,2026-05-25T04:55:59.201047+00:00,20.0,20.001397,1000,20,20,combined,8383,2.385947,5.251,5.251,5.2509,0.0001,0.0,105.027335426,0.01252861,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/066_residual_cnn_medium_repeat5.txt,66
cnn_small_4conv,plain_cnn,cpu,1,128,5,2026-05-25T04:56:04.237701+00:00,2026-05-25T04:56:25.571970+00:00,20.0,20.000494,1000,20,20,combined,41446,0.482568,5.4603,5.4603,5.4603,0.0,0.0,109.208698071,0.002634964,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/067_cnn_small_4conv_repeat5.txt,67
convnext_micro,convnext_like,cpu,1,128,5,2026-05-25T04:56:30.679354+00:00,2026-05-25T04:56:52.106637+00:00,20.0,20.000384,1000,20,20,combined,5967,3.351832,5.3358,5.3358,5.3357,0.0001,0.0,106.718047837,0.017884707,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/068_convnext_micro_repeat5.txt,68
residual_cnn_small,residual_cnn,cpu,1,128,5,2026-05-25T04:56:57.170939+00:00,2026-05-25T04:57:18.512363+00:00,20.0,20.000734,1000,20,20,combined,16756,1.193646,5.56395,5.56395,5.56385,0.0001,0.0,111.28308533,0.006641387,20,5.0,measured_energy_powermetrics_m4pro_arch15_cpu_b1_128/raw_powermetrics/069_residual_cnn_small_repeat5.txt,69
